Start,End,GC_Contet
11181,11281,0.32
11182,11282,0.32
11183,11283,0.31
11184,11284,0.31
11185,11285,0.31
11186,11286,0.32
11187,11287,0.32
11188,11288,0.33
11189,11289,0.33
11190,11290,0.34
11191,11291,0.34
11192,11292,0.33
11193,11293,0.33
11194,11294,0.34
11195,11295,0.33
11196,11296,0.34
11197,11297,0.33
11198,11298,0.33
11199,11299,0.32
11200,11300,0.32
11201,11301,0.32
11202,11302,0.33
11203,11303,0.33
11204,11304,0.34
11205,11305,0.35
11206,11306,0.36
11207,11307,0.36
11208,11308,0.37
11209,11309,0.36
11210,11310,0.37
11211,11311,0.36
11212,11312,0.37
11213,11313,0.37
11214,11314,0.37
11215,11315,0.37
11216,11316,0.38
11217,11317,0.38
11218,11318,0.39
11219,11319,0.39
11220,11320,0.39
11221,11321,0.38
11222,11322,0.38
11223,11323,0.37
11224,11324,0.38
11225,11325,0.38
11226,11326,0.39
11227,11327,0.39
11228,11328,0.4
11229,11329,0.4
11230,11330,0.41
11231,11331,0.41
11232,11332,0.41
11233,11333,0.4
11234,11334,0.41
11235,11335,0.41
11236,11336,0.42
11237,11337,0.42
11238,11338,0.43
11239,11339,0.43
11240,11340,0.44
11241,11341,0.43
11242,11342,0.43
11243,11343,0.42
11244,11344,0.42
11245,11345,0.42
11246,11346,0.43
11247,11347,0.43
11248,11348,0.44
11249,11349,0.44
11250,11350,0.45
11251,11351,0.44
11252,11352,0.44
11253,11353,0.44
11254,11354,0.45
11255,11355,0.44
11256,11356,0.44
11257,11357,0.44
11258,11358,0.45
11259,11359,0.45
11260,11360,0.46
11261,11361,0.45
11262,11362,0.46
11263,11363,0.45
11264,11364,0.46
11265,11365,0.45
11266,11366,0.45
11267,11367,0.45
11268,11368,0.46
11269,11369,0.46
11270,11370,0.47
11271,11371,0.47
11272,11372,0.47
11273,11373,0.47
11274,11374,0.48
11275,11375,0.47
11276,11376,0.47
11277,11377,0.47
11278,11378,0.47
11279,11379,0.47
11280,11380,0.48
11281,11381,0.47
11282,11382,0.47
11283,11383,0.47
11284,11384,0.48
11285,11385,0.49
11286,11386,0.49
11287,11387,0.49
11288,11388,0.49
11289,11389,0.5
11290,11390,0.5
11291,11391,0.5
11292,11392,0.51
11293,11393,0.52
11294,11394,0.52
11295,11395,0.52
11296,11396,0.52
11297,11397,0.53
11298,11398,0.54
11299,11399,0.54
11300,11400,0.55
11301,11401,0.56
11302,11402,0.56
11303,11403,0.56
11304,11404,0.56
11305,11405,0.56
11306,11406,0.56
11307,11407,0.56
11308,11408,0.56
11309,11409,0.57
11310,11410,0.57
11311,11411,0.57
11312,11412,0.57
11313,11413,0.58
11314,11414,0.58
11315,11415,0.58
11316,11416,0.58
11317,11417,0.59
11318,11418,0.59
11319,11419,0.59
11320,11420,0.59
11321,11421,0.6
11322,11422,0.6
11323,11423,0.6
11324,11424,0.6
11325,11425,0.6
11326,11426,0.6
11327,11427,0.6
11328,11428,0.6
11329,11429,0.61
11330,11430,0.61
11331,11431,0.61
11332,11432,0.61
11333,11433,0.62
11334,11434,0.62
11335,11435,0.62
11336,11436,0.62
11337,11437,0.63
11338,11438,0.63
11339,11439,0.63
11340,11440,0.63
11341,11441,0.64
11342,11442,0.64
11343,11443,0.64
11344,11444,0.64
11345,11445,0.65
11346,11446,0.65
11347,11447,0.65
11348,11448,0.65
11349,11449,0.66
11350,11450,0.66
11351,11451,0.66
11352,11452,0.66
11353,11453,0.67
11354,11454,0.67
11355,11455,0.67
11356,11456,0.67
11357,11457,0.68
11358,11458,0.68
11359,11459,0.68
11360,11460,0.68
11361,11461,0.69
11362,11462,0.69
11363,11463,0.69
11364,11464,0.69
11365,11465,0.69
11366,11466,0.69
11367,11467,0.69
11368,11468,0.69
11369,11469,0.69
11370,11470,0.69
11371,11471,0.69
11372,11472,0.69
11373,11473,0.69
11374,11474,0.69
11375,11475,0.69
11376,11476,0.68
11377,11477,0.68
11378,11478,0.68
11379,11479,0.68
11380,11480,0.68
11381,11481,0.69
11382,11482,0.69
11383,11483,0.7
11384,11484,0.69
11385,11485,0.68
11386,11486,0.68
11387,11487,0.69
11388,11488,0.69
11389,11489,0.68
11390,11490,0.68
11391,11491,0.69
11392,11492,0.68
11393,11493,0.68
11394,11494,0.67
11395,11495,0.68
11396,11496,0.68
11397,11497,0.67
11398,11498,0.67
11399,11499,0.67
11400,11500,0.67
11401,11501,0.67
11402,11502,0.66
11403,11503,0.66
11404,11504,0.65
11405,11505,0.65
11406,11506,0.64
11407,11507,0.64
11408,11508,0.64
11409,11509,0.63
11410,11510,0.63
11411,11511,0.64
11412,11512,0.64
11413,11513,0.64
11414,11514,0.63
11415,11515,0.64
11416,11516,0.63
11417,11517,0.63
11418,11518,0.62
11419,11519,0.63
11420,11520,0.63
11421,11521,0.62
11422,11522,0.61
11423,11523,0.62
11424,11524,0.62
11425,11525,0.62
11426,11526,0.62
11427,11527,0.63
11428,11528,0.62
11429,11529,0.62
11430,11530,0.62
11431,11531,0.63
11432,11532,0.63
11433,11533,0.63
11434,11534,0.63
11435,11535,0.64
11436,11536,0.64
11437,11537,0.64
11438,11538,0.63
11439,11539,0.63
11440,11540,0.63
11441,11541,0.62
11442,11542,0.61
11443,11543,0.62
11444,11544,0.62
11445,11545,0.62
11446,11546,0.61
11447,11547,0.61
11448,11548,0.6
11449,11549,0.6
11450,11550,0.59
11451,11551,0.59
11452,11552,0.59
11453,11553,0.58
11454,11554,0.58
11455,11555,0.59
11456,11556,0.59
11457,11557,0.58
11458,11558,0.58
11459,11559,0.58
11460,11560,0.58
11461,11561,0.58
11462,11562,0.58
11463,11563,0.58
11464,11564,0.58
11465,11565,0.59
11466,11566,0.58
11467,11567,0.59
11468,11568,0.58
11469,11569,0.59
11470,11570,0.58
11471,11571,0.58
11472,11572,0.58
11473,11573,0.59
11474,11574,0.58
11475,11575,0.59
11476,11576,0.6
11477,11577,0.61
11478,11578,0.6
11479,11579,0.6
11480,11580,0.59
11481,11581,0.58
11482,11582,0.58
11483,11583,0.57
11484,11584,0.58
11485,11585,0.59
11486,11586,0.59
11487,11587,0.59
11488,11588,0.59
11489,11589,0.59
11490,11590,0.58
11491,11591,0.58
11492,11592,0.59
11493,11593,0.59
11494,11594,0.6
11495,11595,0.6
11496,11596,0.6
11497,11597,0.6
11498,11598,0.59
11499,11599,0.6
11500,11600,0.6
11501,11601,0.6
11502,11602,0.61
11503,11603,0.62
11504,11604,0.63
11505,11605,0.63
11506,11606,0.63
11507,11607,0.64
11508,11608,0.63
11509,11609,0.63
11510,11610,0.62
11511,11611,0.61
11512,11612,0.6
11513,11613,0.59
11514,11614,0.6
11515,11615,0.59
11516,11616,0.59
11517,11617,0.58
11518,11618,0.58
11519,11619,0.57
11520,11620,0.56
11521,11621,0.56
11522,11622,0.56
11523,11623,0.56
11524,11624,0.55
11525,11625,0.55
11526,11626,0.55
11527,11627,0.54
11528,11628,0.55
11529,11629,0.54
11530,11630,0.54
11531,11631,0.54
11532,11632,0.54
11533,11633,0.54
11534,11634,0.54
11535,11635,0.53
11536,11636,0.52
11537,11637,0.51
11538,11638,0.52
11539,11639,0.53
11540,11640,0.53
11541,11641,0.54
11542,11642,0.54
11543,11643,0.53
11544,11644,0.53
11545,11645,0.52
11546,11646,0.52
11547,11647,0.53
11548,11648,0.54
11549,11649,0.54
11550,11650,0.55
11551,11651,0.55
11552,11652,0.55
11553,11653,0.55
11554,11654,0.55
11555,11655,0.54
11556,11656,0.54
11557,11657,0.55
11558,11658,0.54
11559,11659,0.55
11560,11660,0.54
11561,11661,0.54
11562,11662,0.53
11563,11663,0.53
11564,11664,0.52
11565,11665,0.52
11566,11666,0.52
11567,11667,0.52
11568,11668,0.53
11569,11669,0.52
11570,11670,0.53
11571,11671,0.53
11572,11672,0.53
11573,11673,0.53
11574,11674,0.53
11575,11675,0.53
11576,11676,0.52
11577,11677,0.52
11578,11678,0.52
11579,11679,0.52
11580,11680,0.53
11581,11681,0.54
11582,11682,0.53
11583,11683,0.54
11584,11684,0.54
11585,11685,0.53
11586,11686,0.53
11587,11687,0.53
11588,11688,0.53
11589,11689,0.54
11590,11690,0.55
11591,11691,0.54
11592,11692,0.53
11593,11693,0.53
11594,11694,0.52
11595,11695,0.52
11596,11696,0.52
11597,11697,0.53
11598,11698,0.53
11599,11699,0.53
11600,11700,0.53
11601,11701,0.53
11602,11702,0.52
11603,11703,0.51
11604,11704,0.5
11605,11705,0.5
11606,11706,0.5
11607,11707,0.5
11608,11708,0.51
11609,11709,0.51
11610,11710,0.51
11611,11711,0.52
11612,11712,0.53
11613,11713,0.53
11614,11714,0.52
11615,11715,0.52
11616,11716,0.52
11617,11717,0.53
11618,11718,0.53
11619,11719,0.54
11620,11720,0.55
11621,11721,0.56
11622,11722,0.56
11623,11723,0.55
11624,11724,0.56
11625,11725,0.56
11626,11726,0.56
11627,11727,0.57
11628,11728,0.57
11629,11729,0.57
11630,11730,0.57
11631,11731,0.57
11632,11732,0.57
11633,11733,0.56
11634,11734,0.56
11635,11735,0.57
11636,11736,0.58
11637,11737,0.59
11638,11738,0.58
11639,11739,0.58
11640,11740,0.58
11641,11741,0.58
11642,11742,0.58
11643,11743,0.59
11644,11744,0.58
11645,11745,0.58
11646,11746,0.59
11647,11747,0.59
11648,11748,0.58
11649,11749,0.57
11650,11750,0.56
11651,11751,0.56
11652,11752,0.55
11653,11753,0.55
11654,11754,0.54
11655,11755,0.54
11656,11756,0.54
11657,11757,0.53
11658,11758,0.54
11659,11759,0.53
11660,11760,0.53
11661,11761,0.52
11662,11762,0.52
11663,11763,0.52
11664,11764,0.53
11665,11765,0.53
11666,11766,0.53
11667,11767,0.52
11668,11768,0.51
11669,11769,0.51
11670,11770,0.5
11671,11771,0.51
11672,11772,0.5
11673,11773,0.49
11674,11774,0.49
11675,11775,0.49
11676,11776,0.49
11677,11777,0.49
11678,11778,0.5
11679,11779,0.51
11680,11780,0.5
11681,11781,0.49
11682,11782,0.49
11683,11783,0.49
11684,11784,0.49
11685,11785,0.5
11686,11786,0.49
11687,11787,0.49
11688,11788,0.48
11689,11789,0.47
11690,11790,0.46
11691,11791,0.46
11692,11792,0.46
11693,11793,0.45
11694,11794,0.46
11695,11795,0.46
11696,11796,0.45
11697,11797,0.44
11698,11798,0.45
11699,11799,0.44
11700,11800,0.44
11701,11801,0.43
11702,11802,0.43
11703,11803,0.43
11704,11804,0.43
11705,11805,0.42
11706,11806,0.42
11707,11807,0.42
11708,11808,0.41
11709,11809,0.41
11710,11810,0.42
11711,11811,0.42
11712,11812,0.41
11713,11813,0.42
11714,11814,0.42
11715,11815,0.42
11716,11816,0.42
11717,11817,0.41
11718,11818,0.41
11719,11819,0.4
11720,11820,0.39
11721,11821,0.38
11722,11822,0.38
11723,11823,0.38
11724,11824,0.37
11725,11825,0.37
11726,11826,0.36
11727,11827,0.36
11728,11828,0.35
11729,11829,0.36
11730,11830,0.35
11731,11831,0.34
11732,11832,0.33
11733,11833,0.33
11734,11834,0.32
11735,11835,0.31
11736,11836,0.3
11737,11837,0.3
11738,11838,0.31
11739,11839,0.31
11740,11840,0.3
11741,11841,0.29
11742,11842,0.29
11743,11843,0.29
11744,11844,0.29
11745,11845,0.29
11746,11846,0.29
11747,11847,0.28
11748,11848,0.28
11749,11849,0.29
11750,11850,0.29
11751,11851,0.29
11752,11852,0.3
11753,11853,0.3
11754,11854,0.31
11755,11855,0.31
11756,11856,0.31
11757,11857,0.31
11758,11858,0.3
11759,11859,0.3
11760,11860,0.3
11761,11861,0.3
11762,11862,0.3
11763,11863,0.3
11764,11864,0.29
11765,11865,0.28
11766,11866,0.28
11767,11867,0.28
11768,11868,0.28
11769,11869,0.28
11770,11870,0.28
11771,11871,0.27
11772,11872,0.27
11773,11873,0.28
11774,11874,0.28
11775,11875,0.28
11776,11876,0.28
11777,11877,0.28
11778,11878,0.27
11779,11879,0.27
11780,11880,0.27
11781,11881,0.28
11782,11882,0.28
11783,11883,0.28
11784,11884,0.27
11785,11885,0.27
11786,11886,0.27
11787,11887,0.26
11788,11888,0.26
11789,11889,0.27
11790,11890,0.27
11791,11891,0.27
11792,11892,0.28
11793,11893,0.29
11794,11894,0.29
11795,11895,0.29
11796,11896,0.29
11797,11897,0.3
11798,11898,0.3
11799,11899,0.31
11800,11900,0.3
11801,11901,0.31
11802,11902,0.32
11803,11903,0.32
11804,11904,0.33
11805,11905,0.33
11806,11906,0.33
11807,11907,0.33
11808,11908,0.33
11809,11909,0.34
11810,11910,0.33
11811,11911,0.33
11812,11912,0.34
11813,11913,0.34
11814,11914,0.34
11815,11915,0.35
11816,11916,0.36
11817,11917,0.36
11818,11918,0.36
11819,11919,0.37
11820,11920,0.37
11821,11921,0.38
11822,11922,0.38
11823,11923,0.39
11824,11924,0.4
11825,11925,0.4
11826,11926,0.41
11827,11927,0.4
11828,11928,0.41
11829,11929,0.4
11830,11930,0.41
11831,11931,0.41
11832,11932,0.41
11833,11933,0.41
11834,11934,0.42
11835,11935,0.43
11836,11936,0.43
11837,11937,0.43
11838,11938,0.43
11839,11939,0.43
11840,11940,0.44
11841,11941,0.45
11842,11942,0.45
11843,11943,0.45
11844,11944,0.46
11845,11945,0.46
11846,11946,0.46
11847,11947,0.47
11848,11948,0.48
11849,11949,0.47
11850,11950,0.47
11851,11951,0.48
11852,11952,0.47
11853,11953,0.48
11854,11954,0.47
11855,11955,0.48
11856,11956,0.48
11857,11957,0.48
11858,11958,0.48
11859,11959,0.48
11860,11960,0.49
11861,11961,0.49
11862,11962,0.5
11863,11963,0.51
11864,11964,0.51
11865,11965,0.52
11866,11966,0.53
11867,11967,0.54
11868,11968,0.54
11869,11969,0.55
11870,11970,0.55
11871,11971,0.56
11872,11972,0.57
11873,11973,0.57
11874,11974,0.57
11875,11975,0.57
11876,11976,0.58
11877,11977,0.58
11878,11978,0.58
11879,11979,0.57
11880,11980,0.58
11881,11981,0.57
11882,11982,0.57
11883,11983,0.57
11884,11984,0.58
11885,11985,0.57
11886,11986,0.58
11887,11987,0.59
11888,11988,0.6
11889,11989,0.59
11890,11990,0.59
11891,11991,0.59
11892,11992,0.58
11893,11993,0.58
11894,11994,0.57
11895,11995,0.57
11896,11996,0.58
11897,11997,0.58
11898,11998,0.58
11899,11999,0.58
11900,12000,0.59
11901,12001,0.58
11902,12002,0.58
11903,12003,0.59
11904,12004,0.59
11905,12005,0.59
11906,12006,0.6
11907,12007,0.59
11908,12008,0.59
11909,12009,0.59
11910,12010,0.59
11911,12011,0.59
11912,12012,0.59
11913,12013,0.59
11914,12014,0.6
11915,12015,0.6
11916,12016,0.6
11917,12017,0.6
11918,12018,0.6
11919,12019,0.59
11920,12020,0.59
11921,12021,0.58
11922,12022,0.58
11923,12023,0.57
11924,12024,0.56
11925,12025,0.56
11926,12026,0.56
11927,12027,0.56
11928,12028,0.55
11929,12029,0.55
11930,12030,0.54
11931,12031,0.54
11932,12032,0.54
11933,12033,0.54
11934,12034,0.54
11935,12035,0.54
11936,12036,0.54
11937,12037,0.53
11938,12038,0.53
11939,12039,0.52
11940,12040,0.52
11941,12041,0.51
11942,12042,0.52
11943,12043,0.52
11944,12044,0.52
11945,12045,0.53
11946,12046,0.53
11947,12047,0.52
11948,12048,0.51
11949,12049,0.51
11950,12050,0.52
11951,12051,0.51
11952,12052,0.52
11953,12053,0.52
11954,12054,0.52
11955,12055,0.51
11956,12056,0.51
11957,12057,0.51
11958,12058,0.51
11959,12059,0.51
11960,12060,0.51
11961,12061,0.52
11962,12062,0.52
11963,12063,0.51
11964,12064,0.51
11965,12065,0.51
11966,12066,0.5
11967,12067,0.49
11968,12068,0.5
11969,12069,0.5
11970,12070,0.5
11971,12071,0.5
11972,12072,0.49
11973,12073,0.49
11974,12074,0.5
11975,12075,0.49
11976,12076,0.48
11977,12077,0.48
11978,12078,0.48
11979,12079,0.49
11980,12080,0.48
11981,12081,0.48
11982,12082,0.49
11983,12083,0.48
11984,12084,0.47
11985,12085,0.48
11986,12086,0.48
11987,12087,0.47
11988,12088,0.47
11989,12089,0.48
11990,12090,0.49
11991,12091,0.49
11992,12092,0.5
11993,12093,0.5
11994,12094,0.5
11995,12095,0.5
11996,12096,0.5
11997,12097,0.5
11998,12098,0.5
11999,12099,0.5
12000,12100,0.49
12001,12101,0.5
12002,12102,0.5
12003,12103,0.5
12004,12104,0.49
12005,12105,0.49
12006,12106,0.48
12007,12107,0.49
12008,12108,0.49
12009,12109,0.49
12010,12110,0.49
12011,12111,0.48
12012,12112,0.48
12013,12113,0.48
12014,12114,0.48
12015,12115,0.47
12016,12116,0.46
12017,12117,0.46
12018,12118,0.46
12019,12119,0.47
12020,12120,0.47
12021,12121,0.48
12022,12122,0.49
12023,12123,0.5
12024,12124,0.51
12025,12125,0.51
12026,12126,0.51
12027,12127,0.51
12028,12128,0.52
12029,12129,0.53
12030,12130,0.54
12031,12131,0.54
12032,12132,0.55
12033,12133,0.56
12034,12134,0.55
12035,12135,0.54
12036,12136,0.55
12037,12137,0.56
12038,12138,0.56
12039,12139,0.57
12040,12140,0.56
12041,12141,0.57
12042,12142,0.57
12043,12143,0.56
12044,12144,0.55
12045,12145,0.54
12046,12146,0.53
12047,12147,0.53
12048,12148,0.53
12049,12149,0.53
12050,12150,0.52
12051,12151,0.52
12052,12152,0.51
12053,12153,0.5
12054,12154,0.51
12055,12155,0.52
12056,12156,0.51
12057,12157,0.51
12058,12158,0.51
12059,12159,0.51
12060,12160,0.5
12061,12161,0.49
12062,12162,0.48
12063,12163,0.48
12064,12164,0.48
12065,12165,0.48
12066,12166,0.49
12067,12167,0.49
12068,12168,0.48
12069,12169,0.48
12070,12170,0.49
12071,12171,0.48
12072,12172,0.48
12073,12173,0.47
12074,12174,0.46
12075,12175,0.46
12076,12176,0.46
12077,12177,0.46
12078,12178,0.47
12079,12179,0.47
12080,12180,0.48
12081,12181,0.48
12082,12182,0.48
12083,12183,0.48
12084,12184,0.48
12085,12185,0.47
12086,12186,0.46
12087,12187,0.46
12088,12188,0.45
12089,12189,0.44
12090,12190,0.43
12091,12191,0.43
12092,12192,0.43
12093,12193,0.43
12094,12194,0.43
12095,12195,0.42
12096,12196,0.41
12097,12197,0.4
12098,12198,0.39
12099,12199,0.38
12100,12200,0.38
12101,12201,0.38
12102,12202,0.37
12103,12203,0.36
12104,12204,0.36
12105,12205,0.36
12106,12206,0.36
12107,12207,0.35
12108,12208,0.35
12109,12209,0.34
12110,12210,0.35
12111,12211,0.35
12112,12212,0.35
12113,12213,0.34
12114,12214,0.33
12115,12215,0.33
12116,12216,0.33
12117,12217,0.33
12118,12218,0.33
12119,12219,0.32
12120,12220,0.33
12121,12221,0.32
12122,12222,0.31
12123,12223,0.3
12124,12224,0.29
12125,12225,0.29
12126,12226,0.28
12127,12227,0.29
12128,12228,0.28
12129,12229,0.27
12130,12230,0.27
12131,12231,0.27
12132,12232,0.26
12133,12233,0.25
12134,12234,0.26
12135,12235,0.26
12136,12236,0.26
12137,12237,0.25
12138,12238,0.25
12139,12239,0.25
12140,12240,0.25
12141,12241,0.24
12142,12242,0.23
12143,12243,0.23
12144,12244,0.23
12145,12245,0.23
12146,12246,0.24
12147,12247,0.25
12148,12248,0.25
12149,12249,0.26
12150,12250,0.26
12151,12251,0.26
12152,12252,0.26
12153,12253,0.27
12154,12254,0.26
12155,12255,0.25
12156,12256,0.25
12157,12257,0.25
12158,12258,0.25
12159,12259,0.25
12160,12260,0.25
12161,12261,0.25
12162,12262,0.25
12163,12263,0.25
12164,12264,0.25
12165,12265,0.25
12166,12266,0.24
12167,12267,0.24
12168,12268,0.24
12169,12269,0.24
12170,12270,0.23
12171,12271,0.23
12172,12272,0.24
12173,12273,0.24
12174,12274,0.25
12175,12275,0.25
12176,12276,0.26
12177,12277,0.25
12178,12278,0.25
12179,12279,0.25
12180,12280,0.24
12181,12281,0.25
12182,12282,0.25
12183,12283,0.26
12184,12284,0.26
12185,12285,0.26
12186,12286,0.27
12187,12287,0.27
12188,12288,0.28
12189,12289,0.29
12190,12290,0.29
12191,12291,0.3
12192,12292,0.3
12193,12293,0.29
12194,12294,0.29
12195,12295,0.29
12196,12296,0.3
12197,12297,0.3
12198,12298,0.31
12199,12299,0.31
12200,12300,0.32
12201,12301,0.32
12202,12302,0.32
12203,12303,0.32
12204,12304,0.33
12205,12305,0.33
12206,12306,0.33
12207,12307,0.34
12208,12308,0.34
12209,12309,0.35
12210,12310,0.34
12211,12311,0.35
12212,12312,0.35
12213,12313,0.35
12214,12314,0.36
12215,12315,0.37
12216,12316,0.37
12217,12317,0.37
12218,12318,0.38
12219,12319,0.38
12220,12320,0.38
12221,12321,0.39
12222,12322,0.4
12223,12323,0.41
12224,12324,0.41
12225,12325,0.42
12226,12326,0.42
12227,12327,0.42
12228,12328,0.43
12229,12329,0.44
12230,12330,0.44
12231,12331,0.45
12232,12332,0.46
12233,12333,0.47
12234,12334,0.47
12235,12335,0.48
12236,12336,0.47
12237,12337,0.47
12238,12338,0.46
12239,12339,0.46
12240,12340,0.46
12241,12341,0.47
12242,12342,0.48
12243,12343,0.48
12244,12344,0.48
12245,12345,0.49
12246,12346,0.48
12247,12347,0.48
12248,12348,0.49
12249,12349,0.48
12250,12350,0.49
12251,12351,0.5
12252,12352,0.5
12253,12353,0.5
12254,12354,0.51
12255,12355,0.52
12256,12356,0.53
12257,12357,0.54
12258,12358,0.54
12259,12359,0.55
12260,12360,0.56
12261,12361,0.56
12262,12362,0.57
12263,12363,0.58
12264,12364,0.58
12265,12365,0.58
12266,12366,0.59
12267,12367,0.59
12268,12368,0.59
12269,12369,0.58
12270,12370,0.59
12271,12371,0.59
12272,12372,0.59
12273,12373,0.59
12274,12374,0.58
12275,12375,0.59
12276,12376,0.59
12277,12377,0.6
12278,12378,0.6
12279,12379,0.59
12280,12380,0.6
12281,12381,0.6
12282,12382,0.6
12283,12383,0.59
12284,12384,0.6
12285,12385,0.6
12286,12386,0.6
12287,12387,0.61
12288,12388,0.6
12289,12389,0.6
12290,12390,0.61
12291,12391,0.6
12292,12392,0.59
12293,12393,0.59
12294,12394,0.59
12295,12395,0.59
12296,12396,0.59
12297,12397,0.6
12298,12398,0.59
12299,12399,0.6
12300,12400,0.6
12301,12401,0.6
12302,12402,0.6
12303,12403,0.6
12304,12404,0.59
12305,12405,0.6
12306,12406,0.6
12307,12407,0.6
12308,12408,0.61
12309,12409,0.6
12310,12410,0.6
12311,12411,0.59
12312,12412,0.58
12313,12413,0.58
12314,12414,0.57
12315,12415,0.57
12316,12416,0.57
12317,12417,0.58
12318,12418,0.58
12319,12419,0.58
12320,12420,0.57
12321,12421,0.56
12322,12422,0.55
12323,12423,0.55
12324,12424,0.55
12325,12425,0.54
12326,12426,0.54
12327,12427,0.53
12328,12428,0.52
12329,12429,0.51
12330,12430,0.5
12331,12431,0.49
12332,12432,0.49
12333,12433,0.48
12334,12434,0.47
12335,12435,0.47
12336,12436,0.47
12337,12437,0.47
12338,12438,0.48
12339,12439,0.47
12340,12440,0.47
12341,12441,0.47
12342,12442,0.46
12343,12443,0.47
12344,12444,0.47
12345,12445,0.46
12346,12446,0.46
12347,12447,0.45
12348,12448,0.44
12349,12449,0.45
12350,12450,0.44
12351,12451,0.43
12352,12452,0.43
12353,12453,0.43
12354,12454,0.42
12355,12455,0.41
12356,12456,0.4
12357,12457,0.4
12358,12458,0.4
12359,12459,0.39
12360,12460,0.39
12361,12461,0.39
12362,12462,0.39
12363,12463,0.38
12364,12464,0.39
12365,12465,0.39
12366,12466,0.38
12367,12467,0.39
12368,12468,0.39
12369,12469,0.4
12370,12470,0.39
12371,12471,0.4
12372,12472,0.39
12373,12473,0.39
12374,12474,0.4
12375,12475,0.4
12376,12476,0.4
12377,12477,0.4
12378,12478,0.39
12379,12479,0.39
12380,12480,0.38
12381,12481,0.37
12382,12482,0.37
12383,12483,0.37
12384,12484,0.36
12385,12485,0.36
12386,12486,0.36
12387,12487,0.35
12388,12488,0.35
12389,12489,0.34
12390,12490,0.33
12391,12491,0.33
12392,12492,0.34
12393,12493,0.35
12394,12494,0.35
12395,12495,0.36
12396,12496,0.35
12397,12497,0.34
12398,12498,0.34
12399,12499,0.33
12400,12500,0.33
12401,12501,0.32
12402,12502,0.33
12403,12503,0.34
12404,12504,0.34
12405,12505,0.33
12406,12506,0.33
12407,12507,0.33
12408,12508,0.33
12409,12509,0.33
12410,12510,0.34
12411,12511,0.34
12412,12512,0.34
12413,12513,0.34
12414,12514,0.35
12415,12515,0.34
12416,12516,0.34
12417,12517,0.33
12418,12518,0.33
12419,12519,0.34
12420,12520,0.34
12421,12521,0.35
12422,12522,0.36
12423,12523,0.35
12424,12524,0.36
12425,12525,0.36
12426,12526,0.37
12427,12527,0.37
12428,12528,0.37
12429,12529,0.38
12430,12530,0.39
12431,12531,0.39
12432,12532,0.39
12433,12533,0.39
12434,12534,0.4
12435,12535,0.39
12436,12536,0.39
12437,12537,0.39
12438,12538,0.38
12439,12539,0.39
12440,12540,0.39
12441,12541,0.38
12442,12542,0.38
12443,12543,0.37
12444,12544,0.38
12445,12545,0.39
12446,12546,0.4
12447,12547,0.4
12448,12548,0.41
12449,12549,0.4
12450,12550,0.41
12451,12551,0.42
12452,12552,0.42
12453,12553,0.42
12454,12554,0.42
12455,12555,0.43
12456,12556,0.43
12457,12557,0.43
12458,12558,0.43
12459,12559,0.44
12460,12560,0.44
12461,12561,0.44
12462,12562,0.44
12463,12563,0.44
12464,12564,0.43
12465,12565,0.43
12466,12566,0.43
12467,12567,0.42
12468,12568,0.43
12469,12569,0.43
12470,12570,0.44
12471,12571,0.43
12472,12572,0.43
12473,12573,0.44
12474,12574,0.44
12475,12575,0.43
12476,12576,0.42
12477,12577,0.41
12478,12578,0.42
12479,12579,0.42
12480,12580,0.43
12481,12581,0.43
12482,12582,0.42
12483,12583,0.43
12484,12584,0.43
12485,12585,0.43
12486,12586,0.43
12487,12587,0.43
12488,12588,0.44
12489,12589,0.45
12490,12590,0.45
12491,12591,0.46
12492,12592,0.46
12493,12593,0.45
12494,12594,0.45
12495,12595,0.45
12496,12596,0.46
12497,12597,0.46
12498,12598,0.46
12499,12599,0.46
12500,12600,0.46
12501,12601,0.46
12502,12602,0.45
12503,12603,0.44
12504,12604,0.44
12505,12605,0.44
12506,12606,0.44
12507,12607,0.43
12508,12608,0.43
12509,12609,0.43
12510,12610,0.43
12511,12611,0.43
12512,12612,0.43
12513,12613,0.44
12514,12614,0.44
12515,12615,0.44
12516,12616,0.44
12517,12617,0.44
12518,12618,0.43
12519,12619,0.43
12520,12620,0.43
12521,12621,0.42
12522,12622,0.41
12523,12623,0.42
12524,12624,0.42
12525,12625,0.43
12526,12626,0.43
12527,12627,0.43
12528,12628,0.44
12529,12629,0.43
12530,12630,0.42
12531,12631,0.43
12532,12632,0.42
12533,12633,0.43
12534,12634,0.43
12535,12635,0.43
12536,12636,0.43
12537,12637,0.44
12538,12638,0.45
12539,12639,0.44
12540,12640,0.45
12541,12641,0.45
12542,12642,0.46
12543,12643,0.47
12544,12644,0.46
12545,12645,0.46
12546,12646,0.45
12547,12647,0.46
12548,12648,0.46
12549,12649,0.46
12550,12650,0.46
12551,12651,0.45
12552,12652,0.45
12553,12653,0.45
12554,12654,0.46
12555,12655,0.45
12556,12656,0.45
12557,12657,0.45
12558,12658,0.45
12559,12659,0.45
12560,12660,0.44
12561,12661,0.45
12562,12662,0.44
12563,12663,0.44
12564,12664,0.44
12565,12665,0.43
12566,12666,0.44
12567,12667,0.45
12568,12668,0.44
12569,12669,0.43
12570,12670,0.42
12571,12671,0.42
12572,12672,0.43
12573,12673,0.43
12574,12674,0.42
12575,12675,0.43
12576,12676,0.44
12577,12677,0.44
12578,12678,0.43
